order_id,driver_id,customer_id,order_is_success,event_timestamp
217,50272,20546,1,2021-10-12 08:58:58.257000+00:00
218,50890,20714,0,2021-10-12 09:59:28.498000+01:00
219,50348,20925,0,2021-10-12 01:59:58.740000-07:00
220,50403,20826,1,2021-10-12 09:00:28.981000+00:00
221,50572,20837,1,2021-10-12 09:00:59.223000+00:00
222,50630,20215,1,2021-10-12 10:01:29.464000+01:00
223,50351,20538,1,2021-10-12 02:01:59.706000-07:00
224,50996,20252,1,2021-10-12 09:02:29.947000+00:00
225,50819,20988,1,2021-10-12 09:03:00.189000+00:00
226,50147,20645,0,2021-10-12 10:03:30.431000+01:00
227,50061,20200,1,2021-10-12 02:04:00.672000-07:00
228,50819,20353,0,2021-10-12 09:04:30.914000+00:00
229,50162,20615,0,2021-10-12 09:05:01.155000+00:00
230,50643,20318,1,2021-10-12 10:05:31.397000+01:00
231,50790,20811,0,2021-10-12 02:06:01.638000-07:00
232,50009,20675,1,2021-10-12 09:06:31.880000+00:00
233,50516,20145,1,2021-10-12 09:07:02.121000+00:00
234,50260,20664,1,2021-10-12 10:07:32.363000+01:00
235,50788,20785,0,2021-10-12 02:08:02.604000-07:00
236,50754,20125,1,2021-10-12 09:08:32.846000+00:00
237,50695,20972,1,2021-10-12 09:09:03.087000+00:00
238,50066,20176,1,2021-10-12 10:09:33.329000+01:00
239,50676,20443,0,2021-10-12 02:10:03.570000-07:00
240,50330,20926,1,2021-10-12 09:10:33.812000+00:00
241,50951,20696,1,2021-10-12 09:11:04.053000+00:00
242,50853,20097,0,2021-10-12 10:11:34.295000+01:00
243,50894,20531,0,2021-10-12 02:12:04.536000-07:00
244,50510,20095,1,2021-10-12 09:12:34.778000+00:00
245,50091,20009,0,2021-10-12 09:13:05.019000+00:00
246,50864,20765,0,2021-10-12 10:13:35.261000+01:00
247,50878,20635,1,2021-10-12 02:14:05.502000-07:00
248,50365,20811,1,2021-10-12 09:14:35.744000+00:00
249,50946,20779,1,2021-10-12 09:15:05.985000+00:00
250,50767,20068,1,2021-10-12 10:15:36.227000+01:00
251,50306,20107,0,2021-10-12 02:16:06.468000-07:00
252,50748,20835,1,2021-10-12 09:16:36.710000+00:00
253,50824,20862,0,2021-10-12 09:17:06.951000+00:00
254,50748,20112,1,2021-10-12 10:17:37.193000+01:00
255,50036,20896,0,2021-10-12 02:18:07.434000-07:00
256,50228,20918,1,2021-10-12 09:18:37.676000+00:00
257,50484,20599,1,2021-10-12 09:19:07.917000+00:00
258,50284,20908,1,2021-10-12 10:19:38.159000+01:00
259,50962,20623,0,2021-10-12 02:20:08.400000-07:00
260,50369,20311,1,2021-10-12 09:20:38.642000+00:00
261,50337,20225,1,2021-10-12 09:21:08.883000+00:00
262,50465,20095,0,2021-10-12 10:21:39.125000+01:00
263,50296,20604,1,2021-10-12 02:22:09.366000-07:00
264,50649,20690,1,2021-10-12 09:22:39.608000+00:00
265,50596,20693,1,2021-10-12 09:23:09.849000+00:00
266,50319,20874,1,2021-10-12 10:23:40.091000+01:00
267,50465,20413,0,2021-10-12 02:24:10.333000-07:00
268,50446,20469,0,2021-10-12 09:24:40.574000+00:00
269,50348,20610,1,2021-10-12 09:25:10.816000+00:00
270,50285,20746,0,2021-10-12 10:25:41.057000+01:00
271,50529,20442,1,2021-10-12 02:26:11.299000-07:00
272,50611,20164,1,2021-10-12 09:26:41.540000+00:00
273,50020,20413,1,2021-10-12 09:27:11.782000+00:00
274,50620,20259,0,2021-10-12 10:27:42.023000+01:00
275,50240,20862,1,2021-10-12 02:28:12.265000-07:00
276,50324,20015,0,2021-10-12 09:28:42.506000+00:00
277,50498,20705,1,2021-10-12 09:29:12.748000+00:00
278,50035,20851,1,2021-10-12 10:29:42.989000+01:00
279,50989,20421,1,2021-10-12 02:30:13.231000-07:00
280,50609,20370,1,2021-10-12 09:30:43.472000+00:00
281,50797,20669,0,2021-10-12 09:31:13.714000+00:00
282,50901,20249,0,2021-10-12 10:31:43.955000+01:00
283,50497,20332,0,2021-10-12 02:32:14.197000-07:00
284,50678,20344,1,2021-10-12 09:32:44.438000+00:00
285,50417,20346,1,2021-10-12 09:33:14.680000+00:00
286,50961,20745,0,2021-10-12 10:33:44.921000+01:00
287,50718,20574,0,2021-10-12 02:34:15.163000-07:00
288,50176,20964,0,2021-10-12 09:34:45.404000+00:00
289,50710,20620,0,2021-10-12 09:35:15.646000+00:00
290,50070,20249,0,2021-10-12 10:35:45.887000+01:00
291,50577,20866,0,2021-10-12 02:36:16.129000-07:00
292,50570,20473,0,2021-10-12 09:36:46.370000+00:00
293,50155,20658,0,2021-10-12 09:37:16.612000+00:00
294,50002,20042,1,2021-10-12 10:37:46.853000+01:00
295,50677,20827,1,2021-10-12 02:38:17.095000-07:00
296,50324,20667,1,2021-10-12 09:38:47.336000+00:00
297,50809,20428,1,2021-10-12 09:39:17.578000+00:00
298,50368,20827,0,2021-10-12 10:39:47.819000+01:00
299,50710,20483,1,2021-10-12 02:40:18.061000-07:00
300,50352,20232,0,2021-10-12 09:40:48.302000+00:00
301,50847,20558,1,2021-10-12 09:41:18.544000+00:00
302,50276,20253,1,2021-10-12 10:41:48.785000+01:00
303,50868,20180,0,2021-10-12 02:42:19.027000-07:00
304,50104,20509,1,2021-10-12 09:42:49.268000+00:00
305,50979,20588,1,2021-10-12 09:43:19.510000+00:00
306,50988,20141,0,2021-10-12 10:43:49.751000+01:00
307,50925,20116,1,2021-10-12 02:44:19.993000-07:00
308,50653,20107,1,2021-10-12 09:44:50.235000+00:00
309,50290,20444,1,2021-10-12 09:45:20.476000+00:00
310,50249,20015,0,2021-10-12 10:45:50.718000+01:00
311,50409,20281,1,2021-10-12 02:46:20.959000-07:00
312,50667,20038,1,2021-10-12 09:46:51.201000+00:00
313,50058,20642,0,2021-10-12 09:47:21.442000+00:00
314,50542,20301,0,2021-10-12 10:47:51.684000+01:00
315,50135,20817,1,2021-10-12 02:48:21.925000-07:00
316,50666,20001,1,2021-10-12 09:48:52.167000+00:00
317,50726,20508,1,2021-10-12 09:49:22.408000+00:00
318,50731,20223,1,2021-10-12 10:49:52.650000+01:00
319,50394,20995,0,2021-10-12 02:50:22.891000-07:00
320,50470,20619,1,2021-10-12 09:50:53.133000+00:00
321,50415,20371,0,2021-10-12 09:51:23.374000+00:00
322,50799,20685,0,2021-10-12 10:51:53.616000+01:00
323,50465,20834,0,2021-10-12 02:52:23.857000-07:00
324,50004,20134,1,2021-10-12 09:52:54.099000+00:00
325,50366,20116,0,2021-10-12 09:53:24.340000+00:00
326,50281,20121,0,2021-10-12 10:53:54.582000+01:00
327,50859,20469,1,2021-10-12 02:54:24.823000-07:00
328,50111,20213,0,2021-10-12 09:54:55.065000+00:00
329,50494,20348,0,2021-10-12 09:55:25.306000+00:00
330,50412,20051,1,2021-10-12 10:55:55.548000+01:00
331,50583,20660,1,2021-10-12 02:56:25.789000-07:00
332,50686,20522,0,2021-10-12 09:56:56.031000+00:00
333,50939,20350,0,2021-10-12 09:57:26.272000+00:00
334,50459,20945,1,2021-10-12 10:57:56.514000+01:00
335,50226,20903,1,2021-10-12 02:58:26.755000-07:00
336,50449,20022,1,2021-10-12 09:58:56.997000+00:00
337,50597,20766,1,2021-10-12 09:59:27.238000+00:00
338,50295,20963,1,2021-10-12 10:59:57.480000+01:00
339,50515,20932,1,2021-10-12 03:00:27.721000-07:00
340,50345,20181,1,2021-10-12 10:00:57.963000+00:00
341,50184,20403,1,2021-10-12 10:01:28.204000+00:00
342,50508,20931,1,2021-10-12 11:01:58.446000+01:00
343,50999,20100,1,2021-10-12 03:02:28.687000-07:00
344,50271,20403,1,2021-10-12 10:02:58.929000+00:00
345,50419,20283,1,2021-10-12 10:03:29.170000+00:00
346,50506,20873,1,2021-10-12 11:03:59.412000+01:00
347,50827,20581,0,2021-10-12 03:04:29.653000-07:00
348,50270,20133,0,2021-10-12 10:04:59.895000+00:00
349,50610,20510,1,2021-10-12 10:05:30.137000+00:00
350,50035,20423,1,2021-10-12 11:06:00.378000+01:00
351,50839,20816,1,2021-10-12 03:06:30.620000-07:00
352,50133,20754,1,2021-10-12 10:07:00.861000+00:00
353,50958,20453,0,2021-10-12 10:07:31.103000+00:00
354,50717,20658,1,2021-10-12 11:08:01.344000+01:00
355,50141,20290,1,2021-10-12 03:08:31.586000-07:00
356,50717,20169,1,2021-10-12 10:09:01.827000+00:00
357,50188,20519,1,2021-10-12 10:09:32.069000+00:00
358,50197,20875,0,2021-10-12 11:10:02.310000+01:00
359,50721,20076,0,2021-10-12 03:10:32.552000-07:00
360,50607,20650,0,2021-10-12 10:11:02.793000+00:00
361,50090,20848,1,2021-10-12 10:11:33.035000+00:00
362,50298,20912,0,2021-10-12 11:12:03.276000+01:00
363,50605,20771,1,2021-10-12 03:12:33.518000-07:00
364,50004,20902,0,2021-10-12 10:13:03.759000+00:00
365,50549,20174,0,2021-10-12 10:13:34.001000+00:00
366,50830,20490,0,2021-10-12 11:14:04.242000+01:00
367,50620,20905,0,2021-10-12 03:14:34.484000-07:00
368,50633,20965,1,2021-10-12 10:15:04.725000+00:00
369,50972,20914,1,2021-10-12 10:15:34.967000+00:00
370,50918,20789,0,2021-10-12 11:16:05.208000+01:00
371,50070,20584,0,2021-10-12 03:16:35.450000-07:00
372,50124,20545,1,2021-10-12 10:17:05.691000+00:00
373,50712,20767,0,2021-10-12 10:17:35.933000+00:00
374,50523,20242,1,2021-10-12 11:18:06.174000+01:00
375,50269,20582,0,2021-10-12 03:18:36.416000-07:00
376,50413,20037,0,2021-10-12 10:19:06.657000+00:00
377,50599,20544,0,2021-10-12 10:19:36.899000+00:00
378,50008,20140,1,2021-10-12 11:20:07.140000+01:00
379,50883,20826,1,2021-10-12 03:20:37.382000-07:00
380,50862,20981,0,2021-10-12 10:21:07.623000+00:00
381,50853,20810,0,2021-10-12 10:21:37.865000+00:00
382,50320,20453,1,2021-10-12 11:22:08.106000+01:00
383,50889,20515,0,2021-10-12 03:22:38.348000-07:00
384,50404,20687,0,2021-10-12 10:23:08.589000+00:00
385,50131,20732,1,2021-10-12 10:23:38.831000+00:00
386,50920,20235,0,2021-10-12 11:24:09.072000+01:00
387,50151,20598,1,2021-10-12 03:24:39.314000-07:00
388,50994,20647,1,2021-10-12 10:25:09.555000+00:00
389,50815,20700,0,2021-10-12 10:25:39.797000+00:00
390,50492,20224,1,2021-10-12 11:26:10.039000+01:00
391,50456,20693,1,2021-10-12 03:26:40.280000-07:00
392,50807,20204,0,2021-10-12 10:27:10.522000+00:00
393,50033,20678,0,2021-10-12 10:27:40.763000+00:00
394,50834,20776,1,2021-10-12 11:28:11.005000+01:00
395,50331,20164,1,2021-10-12 03:28:41.246000-07:00
396,50271,20984,0,2021-10-12 10:29:11.488000+00:00
397,50240,20531,1,2021-10-12 10:29:41.729000+00:00
398,50236,20733,0,2021-10-12 11:30:11.971000+01:00
399,50984,20761,1,2021-10-12 03:30:42.212000-07:00
400,50282,20664,1,2021-10-12 10:31:12.454000+00:00
401,50353,20705,0,2021-10-12 10:31:42.695000+00:00
402,50260,20397,1,2021-10-12 11:32:12.937000+01:00
403,50276,20702,1,2021-10-12 03:32:43.178000-07:00
404,50953,20179,0,2021-10-12 10:33:13.420000+00:00
405,50584,20055,0,2021-10-12 10:33:43.661000+00:00
406,50977,20280,0,2021-10-12 11:34:13.903000+01:00
407,50683,20113,0,2021-10-12 03:34:44.144000-07:00
408,50949,20006,0,2021-10-12 10:35:14.386000+00:00
409,50748,20302,0,2021-10-12 10:35:44.627000+00:00
410,50676,20558,0,2021-10-12 11:36:14.869000+01:00
411,50101,20775,0,2021-10-12 03:36:45.110000-07:00
412,50869,20565,1,2021-10-12 10:37:15.352000+00:00
413,50959,20942,0,2021-10-12 10:37:45.593000+00:00
414,50906,20729,1,2021-10-12 11:38:15.835000+01:00
415,50894,20278,1,2021-10-12 03:38:46.076000-07:00
416,50927,20251,1,2021-10-12 10:39:16.318000+00:00
417,50481,20058,1,2021-10-12 10:39:46.559000+00:00
418,50420,20367,0,2021-10-12 11:40:16.801000+01:00
419,50506,20480,1,2021-10-12 03:40:47.042000-07:00
420,50407,20833,0,2021-10-12 10:41:17.284000+00:00
421,50543,20102,0,2021-10-12 10:41:47.525000+00:00
422,50164,20002,1,2021-10-12 11:42:17.767000+01:00
423,50206,20432,0,2021-10-12 03:42:48.008000-07:00
424,50944,20349,1,2021-10-12 10:43:18.250000+00:00
425,50200,20013,1,2021-10-12 10:43:48.491000+00:00
426,50795,20933,1,2021-10-12 11:44:18.733000+01:00
427,50365,20805,0,2021-10-12 03:44:48.974000-07:00
428,50360,20374,1,2021-10-12 10:45:19.216000+00:00
429,50187,20533,1,2021-10-12 10:45:49.457000+00:00
430,50048,20183,0,2021-10-12 11:46:19.699000+01:00
431,50559,20657,1,2021-10-12 03:46:49.940000-07:00
432,50171,20893,0,2021-10-12 10:47:20.182000+00:00
433,50142,20372,1,2021-10-12 10:47:50.424000+00:00
434,50152,20975,0,2021-10-12 11:48:20.665000+01:00
435,50990,20184,1,2021-10-12 03:48:50.907000-07:00
436,50538,20829,1,2021-10-12 10:49:21.148000+00:00
437,50260,20120,1,2021-10-12 10:49:51.390000+00:00
438,50417,20635,0,2021-10-12 11:50:21.631000+01:00
439,50302,20500,0,2021-10-12 03:50:51.873000-07:00
440,50102,20687,1,2021-10-12 10:51:22.114000+00:00
441,50214,20367,1,2021-10-12 10:51:52.356000+00:00
442,50180,20472,1,2021-10-12 11:52:22.597000+01:00
443,50919,20339,0,2021-10-12 03:52:52.839000-07:00
444,50833,20153,0,2021-10-12 10:53:23.080000+00:00
445,50665,20670,0,2021-10-12 10:53:53.322000+00:00
446,50938,20782,1,2021-10-12 11:54:23.563000+01:00
447,50060,20614,1,2021-10-12 03:54:53.805000-07:00
448,50039,20907,1,2021-10-12 10:55:24.046000+00:00
449,50911,20347,0,2021-10-12 10:55:54.288000+00:00
450,50190,20407,0,2021-10-12 11:56:24.529000+01:00
451,50726,20771,1,2021-10-12 03:56:54.771000-07:00
452,50034,20103,1,2021-10-12 10:57:25.012000+00:00
453,50579,20569,1,2021-10-12 10:57:55.254000+00:00
454,50249,20806,1,2021-10-12 11:58:25.495000+01:00
455,50820,20439,0,2021-10-12 03:58:55.737000-07:00
456,50427,20266,0,2021-10-12 10:59:25.978000+00:00
457,50237,20259,0,2021-10-12 10:59:56.220000+00:00
458,50050,20305,0,2021-10-12 12:00:26.461000+01:00
459,50975,20019,0,2021-10-12 04:00:56.703000-07:00
460,50494,20994,1,2021-10-12 11:01:26.944000+00:00
461,50056,20629,0,2021-10-12 11:01:57.186000+00:00
462,50261,20226,1,2021-10-12 12:02:27.427000+01:00
463,50551,20535,1,2021-10-12 04:02:57.669000-07:00
464,50981,20916,1,2021-10-12 11:03:27.910000+00:00
465,50349,20967,1,2021-10-12 11:03:58.152000+00:00
466,50065,20940,0,2021-10-12 12:04:28.393000+01:00
467,50281,20541,1,2021-10-12 04:04:58.635000-07:00
468,50223,20388,1,2021-10-12 11:05:28.876000+00:00
469,50667,20243,1,2021-10-12 11:05:59.118000+00:00
470,50227,20141,0,2021-10-12 12:06:29.359000+01:00
471,50012,20836,0,2021-10-12 04:06:59.601000-07:00
472,50333,20427,1,2021-10-12 11:07:29.842000+00:00
473,50447,20997,1,2021-10-12 11:08:00.084000+00:00
474,50024,20795,1,2021-10-12 12:08:30.326000+01:00
475,50594,20470,1,2021-10-12 04:09:00.567000-07:00
476,50971,20574,1,2021-10-12 11:09:30.809000+00:00
477,50388,20562,0,2021-10-12 11:10:01.050000+00:00
478,50130,20599,0,2021-10-12 12:10:31.292000+01:00
479,50386,20185,0,2021-10-12 04:11:01.533000-07:00
480,50359,20872,1,2021-10-12 11:11:31.775000+00:00
481,50693,20951,0,2021-10-12 11:12:02.016000+00:00
482,50666,20038,1,2021-10-12 12:12:32.258000+01:00
483,50150,20140,1,2021-10-12 04:13:02.499000-07:00
484,50008,20317,1,2021-10-12 11:13:32.741000+00:00
485,50399,20855,0,2021-10-12 11:14:02.982000+00:00
486,50847,20803,0,2021-10-12 12:14:33.224000+01:00
487,50885,20678,0,2021-10-12 04:15:03.465000-07:00
488,50997,20176,1,2021-10-12 11:15:33.707000+00:00
489,50206,20155,1,2021-10-12 11:16:03.948000+00:00
490,50982,20786,1,2021-10-12 12:16:34.190000+01:00
491,50496,20719,1,2021-10-12 04:17:04.431000-07:00
492,50930,20837,1,2021-10-12 11:17:34.673000+00:00
493,50301,20306,0,2021-10-12 11:18:04.914000+00:00
494,50834,20744,1,2021-10-12 12:18:35.156000+01:00
495,50369,20460,0,2021-10-12 04:19:05.397000-07:00
496,50103,20270,1,2021-10-12 11:19:35.639000+00:00
497,50188,20185,0,2021-10-12 11:20:05.880000+00:00
498,50740,20240,1,2021-10-12 12:20:36.122000+01:00
499,50527,20758,1,2021-10-12 04:21:06.363000-07:00
500,50990,20693,1,2021-10-12 11:21:36.605000+00:00
501,50322,20327,0,2021-10-12 11:22:06.846000+00:00
502,50281,20510,1,2021-10-12 12:22:37.088000+01:00
503,50209,20904,0,2021-10-12 04:23:07.329000-07:00
504,50335,20451,0,2021-10-12 11:23:37.571000+00:00
505,50775,20108,1,2021-10-12 11:24:07.812000+00:00
506,50539,20454,0,2021-10-12 12:24:38.054000+01:00
507,50009,20836,0,2021-10-12 04:25:08.295000-07:00
508,50296,20675,0,2021-10-12 11:25:38.537000+00:00
509,50229,20077,1,2021-10-12 11:26:08.778000+00:00
510,50163,20361,1,2021-10-12 12:26:39.020000+01:00
511,50577,20519,1,2021-10-12 04:27:09.261000-07:00
512,50973,20644,0,2021-10-12 11:27:39.503000+00:00
513,50867,20298,1,2021-10-12 11:28:09.744000+00:00
514,50224,20614,1,2021-10-12 12:28:39.986000+01:00
515,50605,20672,0,2021-10-12 04:29:10.228000-07:00
516,50589,20778,0,2021-10-12 11:29:40.469000+00:00
517,50538,20371,0,2021-10-12 11:30:10.711000+00:00
518,50768,20355,0,2021-10-12 12:30:40.952000+01:00
519,50982,20641,0,2021-10-12 04:31:11.194000-07:00
520,50848,20028,1,2021-10-12 11:31:41.435000+00:00
521,50258,20721,0,2021-10-12 11:32:11.677000+00:00
522,50414,20606,1,2021-10-12 12:32:41.918000+01:00
523,50075,20181,1,2021-10-12 04:33:12.160000-07:00
524,50549,20791,0,2021-10-12 11:33:42.401000+00:00
525,50794,20866,1,2021-10-12 11:34:12.643000+00:00
526,50436,20342,1,2021-10-12 12:34:42.884000+01:00
527,50323,20453,0,2021-10-12 04:35:13.126000-07:00
528,50418,20177,1,2021-10-12 11:35:43.367000+00:00
529,50932,20983,0,2021-10-12 11:36:13.609000+00:00
530,50351,20343,0,2021-10-12 12:36:43.850000+01:00
531,50747,20211,0,2021-10-12 04:37:14.092000-07:00
532,50552,20172,1,2021-10-12 11:37:44.333000+00:00
533,50429,20128,1,2021-10-12 11:38:14.575000+00:00
534,50834,20872,1,2021-10-12 12:38:44.816000+01:00
535,50461,20330,1,2021-10-12 04:39:15.058000-07:00
536,50405,20115,1,2021-10-12 11:39:45.299000+00:00
537,50986,20239,0,2021-10-12 11:40:15.541000+00:00
538,50970,20991,1,2021-10-12 12:40:45.782000+01:00
539,50322,20055,1,2021-10-12 04:41:16.024000-07:00
540,50392,20021,0,2021-10-12 11:41:46.265000+00:00
541,50951,20429,1,2021-10-12 11:42:16.507000+00:00
542,50020,20771,0,2021-10-12 12:42:46.748000+01:00
543,50846,20420,1,2021-10-12 04:43:16.990000-07:00
544,50238,20776,0,2021-10-12 11:43:47.231000+00:00
545,50883,20333,1,2021-10-12 11:44:17.473000+00:00
546,50100,20412,1,2021-10-12 12:44:47.714000+01:00
547,50966,20961,1,2021-10-12 04:45:17.956000-07:00
548,50692,20390,1,2021-10-12 11:45:48.197000+00:00
549,50293,20634,0,2021-10-12 11:46:18.439000+00:00
550,50396,20984,1,2021-10-12 12:46:48.680000+01:00
551,50497,20961,0,2021-10-12 04:47:18.922000-07:00
552,50050,20238,1,2021-10-12 11:47:49.163000+00:00
553,50486,20030,0,2021-10-12 11:48:19.405000+00:00
554,50917,20705,0,2021-10-12 12:48:49.646000+01:00
555,50862,20070,0,2021-10-12 04:49:19.888000-07:00
556,50263,20519,0,2021-10-12 11:49:50.130000+00:00
557,50212,20119,1,2021-10-12 11:50:20.371000+00:00
558,50106,20525,0,2021-10-12 12:50:50.613000+01:00
559,50766,20682,1,2021-10-12 04:51:20.854000-07:00
560,50114,20675,1,2021-10-12 11:51:51.096000+00:00
561,50524,20732,0,2021-10-12 11:52:21.337000+00:00
562,50757,20208,0,2021-10-12 12:52:51.579000+01:00
563,50711,20452,1,2021-10-12 04:53:21.820000-07:00
