datetime,customer_id,current_balance,lifetime_trip_count,avg_passenger_count,created
2021-10-12 08:00:00+00:00,20996,36.02069,20,2.1014068,2021-10-19 08:17:35.285
2021-10-13 08:00:00+00:00,20996,43.312828,24,2.4061759,2021-10-19 08:17:35.285
2021-10-14 08:00:00+00:00,20996,38.883667,29,2.1144044,2021-10-19 08:17:35.285
2021-10-15 08:00:00+00:00,20996,19.579874,34,1.3735813,2021-10-19 08:17:35.285
2021-10-16 08:00:00+00:00,20996,19.725298,39,1.7097155,2021-10-19 08:17:35.285
2021-10-17 08:00:00+00:00,20996,41.182354,44,2.3779254,2021-10-19 08:17:35.285
2021-10-18 08:00:00+00:00,20996,42.592,49,2.2563186,2021-10-19 08:17:35.285
2021-10-12 08:00:00+00:00,20995,42.348263,19,2.353924,2021-10-19 08:17:35.285
2021-10-13 08:00:00+00:00,20995,19.715973,24,2.2447238,2021-10-19 08:17:35.285
2021-10-14 08:00:00+00:00,20995,16.377565,29,1.3072149,2021-10-19 08:17:35.285
2021-10-15 08:00:00+00:00,20995,49.760803,34,1.5346155,2021-10-19 08:17:35.285
2021-10-16 08:00:00+00:00,20995,20.435133,39,2.41971,2021-10-19 08:17:35.285
2021-10-17 08:00:00+00:00,20995,26.133974,44,2.884952,2021-10-19 08:17:35.285
2021-10-18 08:00:00+00:00,20995,14.928394,50,2.7552617,2021-10-19 08:17:35.285
2021-10-12 08:00:00+00:00,20994,46.240387,14,1.0393355,2021-10-19 08:17:35.285
2021-10-13 08:00:00+00:00,20994,31.536829,20,1.813485,2021-10-19 08:17:35.285
2021-10-14 08:00:00+00:00,20994,13.438592,26,1.1939223,2021-10-19 08:17:35.285
2021-10-15 08:00:00+00:00,20994,19.67163,32,1.0286841,2021-10-19 08:17:35.285
2021-10-16 08:00:00+00:00,20994,11.050822,38,1.4083593,2021-10-19 08:17:35.285
2021-10-17 08:00:00+00:00,20994,49.522766,44,1.8440378,2021-10-19 08:17:35.285
2021-10-18 08:00:00+00:00,20994,10.931305,50,2.1448982,2021-10-19 08:17:35.285
2021-10-12 08:00:00+00:00,20993,46.351547,18,1.6493533,2021-10-19 08:17:35.285
2021-10-13 08:00:00+00:00,20993,39.956,22,2.3490574,2021-10-19 08:17:35.285
2021-10-14 08:00:00+00:00,20993,28.63435,27,1.5460434,2021-10-19 08:17:35.285
2021-10-15 08:00:00+00:00,20993,36.910095,32,2.5387762,2021-10-19 08:17:35.285
2021-10-16 08:00:00+00:00,20993,36.66373,36,2.018274,2021-10-19 08:17:35.285
2021-10-17 08:00:00+00:00,20993,27.582594,41,1.6567721,2021-10-19 08:17:35.285
2021-10-18 08:00:00+00:00,20993,23.164099,46,1.1690605,2021-10-19 08:17:35.285
2021-10-12 08:00:00+00:00,20992,28.588398,13,2.5620103,2021-10-19 08:17:35.285
2021-10-13 08:00:00+00:00,20992,31.146473,18,2.2306285,2021-10-19 08:17:35.285
2021-10-14 08:00:00+00:00,20992,16.94549,24,1.0652946,2021-10-19 08:17:35.285
2021-10-15 08:00:00+00:00,20992,15.724531,29,2.2292845,2021-10-19 08:17:35.285
2021-10-16 08:00:00+00:00,20992,12.353808,35,1.3886313,2021-10-19 08:17:35.285
2021-10-17 08:00:00+00:00,20992,16.508675,40,2.9172966,2021-10-19 08:17:35.285
2021-10-18 08:00:00+00:00,20992,35.381054,46,1.8190258,2021-10-19 08:17:35.285
2021-10-12 08:00:00+00:00,20991,29.195116,13,1.4004544,2021-10-19 08:17:35.285
2021-10-13 08:00:00+00:00,20991,27.916775,19,2.7797086,2021-10-19 08:17:35.285
2021-10-14 08:00:00+00:00,20991,46.515484,25,1.048857,2021-10-19 08:17:35.285
2021-10-15 08:00:00+00:00,20991,37.68079,31,1.3845532,2021-10-19 08:17:35.285
2021-10-16 08:00:00+00:00,20991,40.383797,37,2.296643,2021-10-19 08:17:35.285
2021-10-17 08:00:00+00:00,20991,34.757626,43,1.6916978,2021-10-19 08:17:35.285
2021-10-18 08:00:00+00:00,20991,43.04184,49,2.6743279,2021-10-19 08:17:35.285
2021-10-12 08:00:00+00:00,20990,16.244087,12,2.7648776,2021-10-19 08:17:35.285
2021-10-13 08:00:00+00:00,20990,34.073345,17,2.6518111,2021-10-19 08:17:35.285
2021-10-14 08:00:00+00:00,20990,31.680925,22,2.7218585,2021-10-19 08:17:35.285
2021-10-15 08:00:00+00:00,20990,15.609651,27,1.1223282,2021-10-19 08:17:35.285
2021-10-16 08:00:00+00:00,20990,18.558857,32,2.6827235,2021-10-19 08:17:35.285
2021-10-17 08:00:00+00:00,20990,40.11326,37,2.4235554,2021-10-19 08:17:35.285
2021-10-18 08:00:00+00:00,20990,22.049427,43,1.5591244,2021-10-19 08:17:35.285
2021-10-12 08:00:00+00:00,20989,31.773174,18,2.430093,2021-10-19 08:17:35.285
2021-10-13 08:00:00+00:00,20989,12.70112,21,1.4343833,2021-10-19 08:17:35.285
2021-10-14 08:00:00+00:00,20989,39.495094,25,1.9126056,2021-10-19 08:17:35.285
2021-10-15 08:00:00+00:00,20989,23.516357,29,1.0278513,2021-10-19 08:17:35.285
2021-10-16 08:00:00+00:00,20989,45.1935,33,2.077486,2021-10-19 08:17:35.285
2021-10-17 08:00:00+00:00,20989,12.111723,37,1.6609296,2021-10-19 08:17:35.285
2021-10-18 08:00:00+00:00,20989,35.47386,41,2.760007,2021-10-19 08:17:35.285
2021-10-12 08:00:00+00:00,20988,44.278477,11,2.5330572,2021-10-19 08:17:35.285
2021-10-13 08:00:00+00:00,20988,14.215596,16,1.4264203,2021-10-19 08:17:35.285
2021-10-14 08:00:00+00:00,20988,13.653852,22,1.3740838,2021-10-19 08:17:35.285
2021-10-15 08:00:00+00:00,20988,30.632689,27,1.0938889,2021-10-19 08:17:35.285
2021-10-16 08:00:00+00:00,20988,44.594376,33,1.6455115,2021-10-19 08:17:35.285
2021-10-17 08:00:00+00:00,20988,22.651016,38,1.8887677,2021-10-19 08:17:35.285
2021-10-18 08:00:00+00:00,20988,32.566414,44,1.9270577,2021-10-19 08:17:35.285
2021-10-12 08:00:00+00:00,20987,19.734163,17,1.9923831,2021-10-19 08:17:35.285
2021-10-13 08:00:00+00:00,20987,13.623956,21,1.9322275,2021-10-19 08:17:35.285
2021-10-14 08:00:00+00:00,20987,25.763475,25,1.0747169,2021-10-19 08:17:35.285
2021-10-15 08:00:00+00:00,20987,33.9453,29,2.2271855,2021-10-19 08:17:35.285
2021-10-16 08:00:00+00:00,20987,30.815588,33,1.5140371,2021-10-19 08:17:35.285
2021-10-17 08:00:00+00:00,20987,48.48638,37,1.4358925,2021-10-19 08:17:35.285
2021-10-18 08:00:00+00:00,20987,16.169233,41,2.3467238,2021-10-19 08:17:35.285
2021-10-12 08:00:00+00:00,20986,10.175744,10,1.6754379,2021-10-19 08:17:35.285
2021-10-13 08:00:00+00:00,20986,19.593904,15,1.5780913,2021-10-19 08:17:35.285
2021-10-14 08:00:00+00:00,20986,43.694397,21,1.7702656,2021-10-19 08:17:35.285
2021-10-15 08:00:00+00:00,20986,27.089615,27,1.1994678,2021-10-19 08:17:35.285
2021-10-16 08:00:00+00:00,20986,11.309747,33,1.6461775,2021-10-19 08:17:35.285
2021-10-17 08:00:00+00:00,20986,38.75398,39,2.2855582,2021-10-19 08:17:35.285
2021-10-18 08:00:00+00:00,20986,47.9524,45,2.456012,2021-10-19 08:17:35.285
2021-10-12 08:00:00+00:00,20985,15.759295,12,1.3234205,2021-10-19 08:17:35.285
2021-10-13 08:00:00+00:00,20985,14.2819395,17,2.7827008,2021-10-19 08:17:35.285
2021-10-14 08:00:00+00:00,20985,10.276726,22,2.923469,2021-10-19 08:17:35.285
2021-10-15 08:00:00+00:00,20985,26.395557,27,2.7956765,2021-10-19 08:17:35.285
2021-10-16 08:00:00+00:00,20985,43.793163,32,1.554952,2021-10-19 08:17:35.285
2021-10-17 08:00:00+00:00,20985,44.828247,37,1.7943115,2021-10-19 08:17:35.285
2021-10-18 08:00:00+00:00,20985,33.933422,42,1.6691234,2021-10-19 08:17:35.285
2021-10-12 08:00:00+00:00,20984,35.882046,19,2.2837276,2021-10-19 08:17:35.285
2021-10-13 08:00:00+00:00,20984,26.152796,22,1.4182473,2021-10-19 08:17:35.285
2021-10-14 08:00:00+00:00,20984,44.996677,26,2.8393734,2021-10-19 08:17:35.285
2021-10-15 08:00:00+00:00,20984,31.652077,29,2.8336718,2021-10-19 08:17:35.285
2021-10-16 08:00:00+00:00,20984,36.66257,33,2.068256,2021-10-19 08:17:35.285
2021-10-17 08:00:00+00:00,20984,24.76451,36,1.3124218,2021-10-19 08:17:35.285
2021-10-18 08:00:00+00:00,20984,26.983128,40,2.6491442,2021-10-19 08:17:35.285
2021-10-12 08:00:00+00:00,20983,47.74813,19,2.3267467,2021-10-19 08:17:35.285
2021-10-13 08:00:00+00:00,20983,28.2904,22,2.0994291,2021-10-19 08:17:35.285
2021-10-14 08:00:00+00:00,20983,19.443485,26,1.6748457,2021-10-19 08:17:35.285
2021-10-15 08:00:00+00:00,20983,43.303314,30,1.0165988,2021-10-19 08:17:35.285
2021-10-16 08:00:00+00:00,20983,31.59864,34,1.5804353,2021-10-19 08:17:35.285
2021-10-17 08:00:00+00:00,20983,44.262924,38,1.5059283,2021-10-19 08:17:35.285
2021-10-18 08:00:00+00:00,20983,31.971155,42,2.5384912,2021-10-19 08:17:35.285
2021-10-12 08:00:00+00:00,20982,25.27197,20,1.7391176,2021-10-19 08:17:35.285
2021-10-13 08:00:00+00:00,20982,30.69792,23,2.0058532,2021-10-19 08:17:35.285
2021-10-14 08:00:00+00:00,20982,22.03536,27,2.9743176,2021-10-19 08:17:35.285
2021-10-15 08:00:00+00:00,20982,21.14515,31,1.8712397,2021-10-19 08:17:35.285
2021-10-16 08:00:00+00:00,20982,34.32499,34,1.0886683,2021-10-19 08:17:35.285
2021-10-17 08:00:00+00:00,20982,30.634882,38,2.7762895,2021-10-19 08:17:35.285
2021-10-18 08:00:00+00:00,20982,40.241913,42,2.8578296,2021-10-19 08:17:35.285
2021-10-12 08:00:00+00:00,20981,49.310825,16,2.196517,2021-10-19 08:17:35.285
2021-10-13 08:00:00+00:00,20981,32.36583,21,1.5053695,2021-10-19 08:17:35.285
2021-10-14 08:00:00+00:00,20981,43.19796,26,2.3956206,2021-10-19 08:17:35.285
2021-10-15 08:00:00+00:00,20981,35.60974,31,1.8199291,2021-10-19 08:17:35.285
2021-10-16 08:00:00+00:00,20981,19.992916,36,2.4345732,2021-10-19 08:17:35.285
2021-10-17 08:00:00+00:00,20981,47.357063,41,1.5040163,2021-10-19 08:17:35.285
2021-10-18 08:00:00+00:00,20981,17.26992,47,2.3333294,2021-10-19 08:17:35.285
2021-10-12 08:00:00+00:00,20980,25.449413,13,2.2993443,2021-10-19 08:17:35.285
2021-10-13 08:00:00+00:00,20980,46.15274,17,1.9160018,2021-10-19 08:17:35.285
2021-10-14 08:00:00+00:00,20980,13.55984,22,2.9768772,2021-10-19 08:17:35.285
2021-10-15 08:00:00+00:00,20980,29.992357,27,2.965374,2021-10-19 08:17:35.285
2021-10-16 08:00:00+00:00,20980,14.439266,31,2.934666,2021-10-19 08:17:35.285
2021-10-17 08:00:00+00:00,20980,41.4212,36,2.8356311,2021-10-19 08:17:35.285
2021-10-18 08:00:00+00:00,20980,24.731556,41,1.8766679,2021-10-19 08:17:35.285
2021-10-12 08:00:00+00:00,20979,43.986156,15,1.2540642,2021-10-19 08:17:35.285
2021-10-13 08:00:00+00:00,20979,31.0568,20,1.0837568,2021-10-19 08:17:35.285
2021-10-14 08:00:00+00:00,20979,23.905453,26,2.5218086,2021-10-19 08:17:35.285
2021-10-15 08:00:00+00:00,20979,46.850018,32,1.3131404,2021-10-19 08:17:35.285
2021-10-16 08:00:00+00:00,20979,24.455479,38,1.1179005,2021-10-19 08:17:35.285
2021-10-17 08:00:00+00:00,20979,27.016537,44,1.0671577,2021-10-19 08:17:35.285
2021-10-18 08:00:00+00:00,20979,28.943426,50,1.1798884,2021-10-19 08:17:35.285
2021-10-12 08:00:00+00:00,20978,20.589413,14,2.6305425,2021-10-19 08:17:35.285
2021-10-13 08:00:00+00:00,20978,41.166836,19,2.9088705,2021-10-19 08:17:35.285
2021-10-14 08:00:00+00:00,20978,37.520805,25,2.0820904,2021-10-19 08:17:35.285
2021-10-15 08:00:00+00:00,20978,21.358292,31,1.7882477,2021-10-19 08:17:35.285
2021-10-16 08:00:00+00:00,20978,15.73335,36,2.2850273,2021-10-19 08:17:35.285
2021-10-17 08:00:00+00:00,20978,37.31717,42,1.7172366,2021-10-19 08:17:35.285
2021-10-18 08:00:00+00:00,20978,23.97759,48,1.2956996,2021-10-19 08:17:35.285
2021-10-12 08:00:00+00:00,20977,11.837323,19,2.994491,2021-10-19 08:17:35.285
2021-10-13 08:00:00+00:00,20977,28.965647,24,2.8582683,2021-10-19 08:17:35.285
2021-10-14 08:00:00+00:00,20977,15.291011,29,2.3027916,2021-10-19 08:17:35.285
2021-10-15 08:00:00+00:00,20977,13.159591,34,1.125875,2021-10-19 08:17:35.285
2021-10-16 08:00:00+00:00,20977,13.8886175,39,2.5549026,2021-10-19 08:17:35.285
2021-10-17 08:00:00+00:00,20977,30.009819,44,2.7120726,2021-10-19 08:17:35.285
2021-10-18 08:00:00+00:00,20977,25.792845,49,2.918039,2021-10-19 08:17:35.285
2021-10-12 08:00:00+00:00,20976,43.47054,11,2.672317,2021-10-19 08:17:35.285
2021-10-13 08:00:00+00:00,20976,40.161892,16,2.4898384,2021-10-19 08:17:35.285
2021-10-14 08:00:00+00:00,20976,26.205019,21,2.4664588,2021-10-19 08:17:35.285
2021-10-15 08:00:00+00:00,20976,12.99793,27,1.0165946,2021-10-19 08:17:35.285
2021-10-16 08:00:00+00:00,20976,45.280445,32,2.4943626,2021-10-19 08:17:35.285
2021-10-17 08:00:00+00:00,20976,27.787569,37,2.305378,2021-10-19 08:17:35.285
2021-10-18 08:00:00+00:00,20976,48.52596,43,1.9211639,2021-10-19 08:17:35.285
2021-10-12 08:00:00+00:00,20975,26.941473,10,1.6700584,2021-10-19 08:17:35.285
2021-10-13 08:00:00+00:00,20975,24.129143,15,1.6661348,2021-10-19 08:17:35.285
2021-10-14 08:00:00+00:00,20975,24.993074,21,1.3882135,2021-10-19 08:17:35.285
2021-10-15 08:00:00+00:00,20975,37.259697,27,2.958269,2021-10-19 08:17:35.285
2021-10-16 08:00:00+00:00,20975,44.721928,33,1.0368077,2021-10-19 08:17:35.285
2021-10-17 08:00:00+00:00,20975,11.325262,39,2.9052925,2021-10-19 08:17:35.285
2021-10-18 08:00:00+00:00,20975,34.124954,45,1.894718,2021-10-19 08:17:35.285
2021-10-12 08:00:00+00:00,20974,26.828442,19,1.5107232,2021-10-19 08:17:35.285
2021-10-13 08:00:00+00:00,20974,33.115276,23,2.2474165,2021-10-19 08:17:35.285
2021-10-14 08:00:00+00:00,20974,48.438934,27,1.4548125,2021-10-19 08:17:35.285
2021-10-15 08:00:00+00:00,20974,18.391003,31,2.2761705,2021-10-19 08:17:35.285
2021-10-16 08:00:00+00:00,20974,40.307648,35,1.8796397,2021-10-19 08:17:35.285
2021-10-17 08:00:00+00:00,20974,22.192581,39,2.1474154,2021-10-19 08:17:35.285
2021-10-18 08:00:00+00:00,20974,33.916954,44,1.4762933,2021-10-19 08:17:35.285
2021-10-12 08:00:00+00:00,20973,27.409622,10,2.3106515,2021-10-19 08:17:35.285
2021-10-13 08:00:00+00:00,20973,21.77382,15,2.876554,2021-10-19 08:17:35.285
2021-10-14 08:00:00+00:00,20973,40.223633,21,1.2653345,2021-10-19 08:17:35.285
2021-10-15 08:00:00+00:00,20973,28.665487,27,1.8942889,2021-10-19 08:17:35.285
2021-10-16 08:00:00+00:00,20973,44.14168,32,1.5226524,2021-10-19 08:17:35.285
2021-10-17 08:00:00+00:00,20973,33.18183,38,2.438511,2021-10-19 08:17:35.285
2021-10-18 08:00:00+00:00,20973,39.90967,44,2.1435177,2021-10-19 08:17:35.285
2021-10-12 08:00:00+00:00,20972,16.78779,15,2.385933,2021-10-19 08:17:35.285
2021-10-13 08:00:00+00:00,20972,42.495636,20,2.5392845,2021-10-19 08:17:35.285
2021-10-14 08:00:00+00:00,20972,11.152535,25,2.4145856,2021-10-19 08:17:35.285
2021-10-15 08:00:00+00:00,20972,44.07304,30,2.6693223,2021-10-19 08:17:35.285
2021-10-16 08:00:00+00:00,20972,36.82954,35,2.4939845,2021-10-19 08:17:35.285
2021-10-17 08:00:00+00:00,20972,49.139572,40,2.5446844,2021-10-19 08:17:35.285
2021-10-18 08:00:00+00:00,20972,27.872267,45,1.6169833,2021-10-19 08:17:35.285
2021-10-12 08:00:00+00:00,20971,35.03636,15,2.8192565,2021-10-19 08:17:35.285
2021-10-13 08:00:00+00:00,20971,39.48061,20,2.6656277,2021-10-19 08:17:35.285
2021-10-14 08:00:00+00:00,20971,11.195382,26,1.8445013,2021-10-19 08:17:35.285
2021-10-15 08:00:00+00:00,20971,31.206379,32,1.8974929,2021-10-19 08:17:35.285
2021-10-16 08:00:00+00:00,20971,18.057852,37,2.119953,2021-10-19 08:17:35.285
2021-10-17 08:00:00+00:00,20971,36.246273,43,1.3932393,2021-10-19 08:17:35.285
2021-10-18 08:00:00+00:00,20971,33.95045,49,2.5912542,2021-10-19 08:17:35.285
2021-10-12 08:00:00+00:00,20970,41.58144,16,2.2424116,2021-10-19 08:17:35.285
2021-10-13 08:00:00+00:00,20970,48.767227,21,1.1846273,2021-10-19 08:17:35.285
2021-10-14 08:00:00+00:00,20970,32.46232,26,2.1835623,2021-10-19 08:17:35.285
2021-10-15 08:00:00+00:00,20970,23.259918,32,1.265641,2021-10-19 08:17:35.285
2021-10-16 08:00:00+00:00,20970,15.297084,37,1.6697296,2021-10-19 08:17:35.285
2021-10-17 08:00:00+00:00,20970,48.56641,42,1.1876547,2021-10-19 08:17:35.285
2021-10-18 08:00:00+00:00,20970,17.71643,48,1.5722294,2021-10-19 08:17:35.285
2021-10-12 08:00:00+00:00,20969,21.07824,17,1.6881721,2021-10-19 08:17:35.285
2021-10-13 08:00:00+00:00,20969,39.57418,22,2.47386,2021-10-19 08:17:35.285
2021-10-14 08:00:00+00:00,20969,49.108604,27,2.0497637,2021-10-19 08:17:35.285
2021-10-15 08:00:00+00:00,20969,15.882755,32,2.6035268,2021-10-19 08:17:35.285
2021-10-16 08:00:00+00:00,20969,13.8983965,37,1.1461165,2021-10-19 08:17:35.285
2021-10-17 08:00:00+00:00,20969,18.904133,42,1.2634397,2021-10-19 08:17:35.285
2021-10-18 08:00:00+00:00,20969,48.498535,48,2.4697332,2021-10-19 08:17:35.285
2021-10-12 08:00:00+00:00,20968,14.506967,18,2.4886177,2021-10-19 08:17:35.285
2021-10-13 08:00:00+00:00,20968,27.337976,22,1.4769595,2021-10-19 08:17:35.285
2021-10-14 08:00:00+00:00,20968,46.104424,26,1.6274096,2021-10-19 08:17:35.285
2021-10-15 08:00:00+00:00,20968,49.487484,30,2.2341902,2021-10-19 08:17:35.285
2021-10-16 08:00:00+00:00,20968,34.170883,34,2.0413141,2021-10-19 08:17:35.285
2021-10-17 08:00:00+00:00,20968,38.522205,38,1.5371144,2021-10-19 08:17:35.285
2021-10-18 08:00:00+00:00,20968,42.54193,42,1.2288725,2021-10-19 08:17:35.285
2021-10-12 08:00:00+00:00,20967,47.795494,19,2.6885514,2021-10-19 08:17:35.285
2021-10-13 08:00:00+00:00,20967,41.197426,23,1.7460579,2021-10-19 08:17:35.285
2021-10-14 08:00:00+00:00,20967,29.383238,27,2.49569,2021-10-19 08:17:35.285
2021-10-15 08:00:00+00:00,20967,28.052465,32,2.600492,2021-10-19 08:17:35.285
2021-10-16 08:00:00+00:00,20967,24.568878,36,1.6852529,2021-10-19 08:17:35.285
2021-10-17 08:00:00+00:00,20967,26.1001,40,2.0888886,2021-10-19 08:17:35.285
2021-10-18 08:00:00+00:00,20967,27.115673,45,1.5598962,2021-10-19 08:17:35.285
2021-10-12 08:00:00+00:00,20966,13.180346,17,2.3428252,2021-10-19 08:17:35.285
2021-10-13 08:00:00+00:00,20966,47.804123,20,1.3263321,2021-10-19 08:17:35.285
2021-10-14 08:00:00+00:00,20966,10.623714,24,1.9085205,2021-10-19 08:17:35.285
2021-10-15 08:00:00+00:00,20966,23.23599,28,2.1828284,2021-10-19 08:17:35.285
2021-10-16 08:00:00+00:00,20966,35.863144,32,1.8253275,2021-10-19 08:17:35.285
2021-10-17 08:00:00+00:00,20966,25.50583,36,1.202079,2021-10-19 08:17:35.285
2021-10-18 08:00:00+00:00,20966,15.435169,40,2.9266307,2021-10-19 08:17:35.285
2021-10-12 08:00:00+00:00,20965,43.4124,17,1.5452453,2021-10-19 08:17:35.285
2021-10-13 08:00:00+00:00,20965,21.294373,21,1.1655457,2021-10-19 08:17:35.285
2021-10-14 08:00:00+00:00,20965,46.35343,26,2.7995822,2021-10-19 08:17:35.285
2021-10-15 08:00:00+00:00,20965,48.245213,31,2.725462,2021-10-19 08:17:35.285
2021-10-16 08:00:00+00:00,20965,38.054676,36,2.619291,2021-10-19 08:17:35.285
2021-10-17 08:00:00+00:00,20965,15.328994,41,2.5171657,2021-10-19 08:17:35.285
2021-10-18 08:00:00+00:00,20965,23.562057,46,1.7116977,2021-10-19 08:17:35.285
2021-10-12 08:00:00+00:00,20964,17.981901,13,1.7251626,2021-10-19 08:17:35.285
2021-10-13 08:00:00+00:00,20964,10.519201,18,2.3000088,2021-10-19 08:17:35.285
2021-10-14 08:00:00+00:00,20964,17.90157,24,2.2780821,2021-10-19 08:17:35.285
2021-10-15 08:00:00+00:00,20964,36.50055,30,1.3446134,2021-10-19 08:17:35.285
2021-10-16 08:00:00+00:00,20964,30.489424,35,1.098552,2021-10-19 08:17:35.285
2021-10-17 08:00:00+00:00,20964,11.344024,41,1.5557368,2021-10-19 08:17:35.285
2021-10-18 08:00:00+00:00,20964,16.938757,47,2.0837977,2021-10-19 08:17:35.285
2021-10-12 08:00:00+00:00,20963,13.769633,11,2.2792008,2021-10-19 08:17:35.285
2021-10-13 08:00:00+00:00,20963,47.670918,16,1.5797992,2021-10-19 08:17:35.285
2021-10-14 08:00:00+00:00,20963,41.445457,21,2.8577914,2021-10-19 08:17:35.285
2021-10-15 08:00:00+00:00,20963,35.478714,26,1.4239281,2021-10-19 08:17:35.285
2021-10-16 08:00:00+00:00,20963,38.03694,31,2.4664052,2021-10-19 08:17:35.285
2021-10-17 08:00:00+00:00,20963,12.312766,36,1.9800684,2021-10-19 08:17:35.285
2021-10-18 08:00:00+00:00,20963,46.125977,42,1.384156,2021-10-19 08:17:35.285
2021-10-12 08:00:00+00:00,20962,33.804455,16,2.8794696,2021-10-19 08:17:35.285
2021-10-13 08:00:00+00:00,20962,40.541656,21,2.0717177,2021-10-19 08:17:35.285
2021-10-14 08:00:00+00:00,20962,16.167519,27,1.4722753,2021-10-19 08:17:35.285
2021-10-15 08:00:00+00:00,20962,36.69454,32,2.8928292,2021-10-19 08:17:35.285
2021-10-16 08:00:00+00:00,20962,19.816116,38,1.808002,2021-10-19 08:17:35.285
2021-10-17 08:00:00+00:00,20962,44.16087,43,1.4893193,2021-10-19 08:17:35.285
2021-10-18 08:00:00+00:00,20962,23.65484,49,2.3617828,2021-10-19 08:17:35.285
2021-10-12 08:00:00+00:00,20961,33.605026,13,2.5751812,2021-10-19 08:17:35.285
2021-10-13 08:00:00+00:00,20961,23.426815,18,2.680696,2021-10-19 08:17:35.285
2021-10-14 08:00:00+00:00,20961,25.66647,24,2.4892457,2021-10-19 08:17:35.285
2021-10-15 08:00:00+00:00,20961,37.370815,29,2.1664155,2021-10-19 08:17:35.285
2021-10-16 08:00:00+00:00,20961,35.029007,35,1.594468,2021-10-19 08:17:35.285
2021-10-17 08:00:00+00:00,20961,16.789665,40,2.7577872,2021-10-19 08:17:35.285
2021-10-18 08:00:00+00:00,20961,40.182964,46,1.1133907,2021-10-19 08:17:35.285
2021-10-12 08:00:00+00:00,20960,19.49539,15,1.7764494,2021-10-19 08:17:35.285
2021-10-13 08:00:00+00:00,20960,46.111805,19,2.1648798,2021-10-19 08:17:35.285
2021-10-14 08:00:00+00:00,20960,24.220749,24,2.1162214,2021-10-19 08:17:35.285
2021-10-15 08:00:00+00:00,20960,35.275463,29,1.0038443,2021-10-19 08:17:35.285
2021-10-16 08:00:00+00:00,20960,23.14636,33,2.0467598,2021-10-19 08:17:35.285
2021-10-17 08:00:00+00:00,20960,25.702562,38,1.8607775,2021-10-19 08:17:35.285
2021-10-18 08:00:00+00:00,20960,25.971241,43,2.8313415,2021-10-19 08:17:35.285
2021-10-12 08:00:00+00:00,20959,31.921793,10,1.6719463,2021-10-19 08:17:35.285
2021-10-13 08:00:00+00:00,20959,30.549791,15,1.530386,2021-10-19 08:17:35.285
2021-10-14 08:00:00+00:00,20959,19.344172,20,1.1856002,2021-10-19 08:17:35.285
2021-10-15 08:00:00+00:00,20959,15.727555,25,1.1463526,2021-10-19 08:17:35.285
2021-10-16 08:00:00+00:00,20959,21.150017,30,2.7721694,2021-10-19 08:17:35.285
2021-10-17 08:00:00+00:00,20959,42.55836,35,2.621595,2021-10-19 08:17:35.285
2021-10-18 08:00:00+00:00,20959,23.072603,41,2.4282131,2021-10-19 08:17:35.285
2021-10-12 08:00:00+00:00,20958,19.849854,12,1.7399628,2021-10-19 08:17:35.285
2021-10-13 08:00:00+00:00,20958,24.094387,16,2.7940981,2021-10-19 08:17:35.285
2021-10-14 08:00:00+00:00,20958,42.95354,21,2.931047,2021-10-19 08:17:35.285
2021-10-15 08:00:00+00:00,20958,21.27132,26,1.5292076,2021-10-19 08:17:35.285
